institute_type,institute,branch,quota,seat_type,gender,open_2016,close_2016,open_2017,close_2017,open_2018,close_2018,open_2019,close_2019,open_2020,close_2020,open_2021,close_2021,open_2022,close_2022,open_2023,close_2023,open_2024,close_2024,open_2025,close_2025
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,22051,29117,18478,31169,,,,,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,1821,2056,1165,1582,1012,1012,928,1405,1377,1554,1527,1576,1044,1538,1031,2002
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,,,1576,1576,,,,,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,,,5204,5204,6857,6857,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,5965,8857,5478,7807,7705,9565,6939,9376,3385,7212,4798,7389,6142,8439,3403,9351
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,4845,6640,4964,7871,,,,,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,,,,,,,,,,,,,,,183,183,,,267,267
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,,,5588,5588,3371,3371,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,3940,4681,2226,3474,3941,5010,3083,3927,2470,3267,3165,4073,2581,4172,3138,4536
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,2961,3417,3019,5376,,,,,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))",AI,EWS,Gender-Neutral,,,,,,,,,,,5419,5947,4473,4561,4957,5054,5092,5465,5442,5567
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))",AI,OBC-NCL,Gender-Neutral,,,,,,,,,,,10728,12748,9354,11260,8549,11988,8903,13354,11337,14069
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))",AI,OPEN,Gender-Neutral,,,,,,,,,,,21788,33806,25096,30643,25951,30734,25552,31336,23715,36988
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))",AI,OPEN (PwD),Gender-Neutral,,,,,,,,,,,,,1895,1895,1500,1500,1514,1514,2027,2027
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))",AI,SC,Gender-Neutral,,,,,,,,,,,7173,9254,5696,7291,5748,6934,7471,8131,4921,9243
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))",AI,ST,Gender-Neutral,,,,,,,,,,,3733,4311,2866,3433,3966,4079,4267,4382,3681,4122
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,4927,5071,6746,7028,6667,6913,5798,6144,6448,6825,6770,7045,6651,6919
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,,,15301,15431,14540,14938,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,11127,14032,12471,13910,12721,15577,14388,15545,11762,13914,12583,15833,11678,16809,15657,17324
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,10973,11574,10594,12963,,,,,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,,,,,,,,,,,,,,,,,1355,1355,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,34065,38120,32708,37140,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,25399,38267,29890,37263,33891,40209,33591,44034,32970,40022,32683,40510,30138,40194,31839,45216
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,26825,31575,19757,35748,,,,,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,,,2819,2819,2470,2470,,,1848,2264,1617,1617,2141,2651,2553,2884
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,1494,1494,,,,,,,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,,,9388,9388,8453,8453,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,6589,9442,7022,8494,8967,10559,7943,10459,7689,8431,8194,10092,9064,10111,9778,10496
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,6464,6914,5361,8112,,,,,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,,,4956,4956,4622,4622,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,4985,5263,4266,4402,5693,5882,4268,4957,3414,4155,4182,4755,4567,4995,4858,5348
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,3318,3568,4549,6212,,,,,,,,,,,,,,,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))",AI,EWS,Gender-Neutral,,,,,,,,,,,6639,6649,5557,5785,6638,6842,6893,7047,6590,6841
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))",AI,OBC-NCL,Gender-Neutral,,,,,,,,,,,13054,15555,13060,13842,13514,15608,15263,16460,13656,17162
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))",AI,OBC-NCL (PwD),Gender-Neutral,,,,,,,,,,,,,,,,,1662,1662,,
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))",AI,OPEN,Gender-Neutral,,,,,,,,,,,29623,42245,32361,38035,34250,40065,35309,39295,35989,44503
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))",AI,OPEN (PwD),Gender-Neutral,,,,,,,,,,,,,2470,2470,,,3250,3250,2803,2803
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))",AI,SC,Gender-Neutral,,,,,,,,,,,4767,9933,8130,8480,7608,10142,7220,9990,9520,10266
IIIT,Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))",AI,ST,Gender-Neutral,,,,,,,,,,,4263,4716,3457,4169,4460,4693,3404,4691,4347,4811
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,,,4784,4784
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,,,,,,,,,4655,5276,4532,4983,4207,4575
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,,,,,,,,,,,,,11386,11386,12461,12461,13744,16950
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,,,,,,,,,,,8343,12383,8346,11996,7787,10863
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,,,,,,,,,,,,,,,,,,,1180,1180
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,29340,31168,25567,32036,23237,34351
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,,,,,,,,,,,17087,30151,12583,28509,18106,27291
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,,,,,,,,,,,1927,1960,710,710,378,378
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,,,7378,7378
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,,,,,,,,,,,6201,8315,5423,7771,4771,7239
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,,,4383,4383
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,,,,,,,,,,,1706,3767,2718,3902,3245,3595
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,,,,,,,,,,,,4619,5072,5250,5599,4565,5390
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,3225,3293,4740,5687,3911,4635,3716,4360,4247,5115,4199,4857,3662,4165
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,,,,,,,,,,,,,,,,,295,295,192,192
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,,,,,,,,,,,,,8468,13095,10622,12540,9980,14383
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,5291,9871,6409,9624,7477,11360,7033,10222,7195,10178,7709,11779,7089,11112,7123,10575
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,,,,,,,779,1036,,,,,696,843,695,869,555,882,691,1224
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,17401,28218,11742,30676,23246,32739
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,8184,22525,12564,25846,14201,28394,16429,26606,10891,26257,11064,27829,15850,26444,13133,26387
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),,,,,,,,,,,,,,,,,,,826,826
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,408,1612,895,1751,947,2461,1471,1806,363,1535,524,1488,1162,1335,814,1377
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,,,,,,,,,,,,,5956,6784,7118,7928,5715,8129
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,2185,7453,2775,6347,1274,8889,4125,7943,2935,6926,5044,8104,4696,8121,4235,7536
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,,,,,,,,,,,,,,,103,103,184,184,261,334
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,,,,,,,,,,,,,3044,3044,2895,2895,3829,4458
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,2059,4201,2286,3594,1969,4363,1568,3208,663,2775,1427,3688,2438,3930,2075,3530
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,,,6171,6975
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,3821,4011,5892,6551,5464,5706,5417,5757,6317,6623,6078,6535,4693,5562
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,,,,,,,,,,,,,14500,14643,12833,13601,15367,18510
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,8258,10693,9569,10683,11301,13960,10459,13331,10279,13127,13003,15280,11733,14065,9574,12466
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,,,,,,,,,,,,,,,,,1333,1333,1248,1248
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,31459,35012,31852,38333,35295,40662
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,20428,26764,21403,30072,27789,35758,29260,36154,26376,36279,26878,38934,27898,36490,20649,33596
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,1055,1911,2564,2564,2647,2971,,,,,2145,2145,1774,1774,1521,1521
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,,,,,,,,,,,,,7935,7935,10281,10281,8574,9206
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,4654,7349,5225,7482,7285,9746,7376,9064,6922,7969,6921,9336,6520,9656,5980,8845
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,,,4863,4863
IIIT,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,1975,4138,2011,3994,3621,4775,3118,4183,2846,3445,3122,4083,3861,4141,3049,3994
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,6523,6523,6337,6337
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,,,,,,,,,,,4354,4855,4489,4763
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,14792,15390,17614,17723
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,,,,,,,,,,,,,8497,11440,8874,12083
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,,,,,,,,,,,,,,,,,1715,1715,1138,1138
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,29212,34478,35901,37654
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,,,,,,,,,,,,,14413,27124,21302,30212
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,,,,,,,,,,,,,1997,2185,1929,1984
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,10037,10142,8934,9178
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,,,,,,,,,,,,,5471,7643,6254,7914
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,,,,,,,,,,,,,,,4802,4802,4149,4149
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,,,,,,,,,,,,,2830,3559,3243,3744
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,,,,,,,,,,,,4592,5281,5759,6604,5250,6025
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,2869,3651,3765,4233,3241,3581,2887,3299,3447,4201,3896,4630,3893,4471
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,,,,,,,,,,,,,247,247,334,334,229,229,339,339
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,,,,,,,,,,,,,10898,13780,13265,14625,12749,17287
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,6585,11108,5649,10171,6113,10000,5355,8655,5198,7528,5954,9266,7053,10658,7799,11048
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,4643,8738,4870,9124,,,,,,,,,,,,,,,,
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),,,,,,,,,,,,,,,,,,,922,922
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,,,,,,,,,,,812,812,413,459,525,889,671,1525,689,1201
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),NA,323,323,,,,,,,,,,,,,,,,,,
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,,,,,,,,,,,18761,29830,25882,34423,25654,35627
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,11854,24951,14035,23144,11315,22320,14106,22460,13916,20518,12721,22296,14863,24416,15209,27400
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,12329,20828,13869,21853,,,,,,,,,,,,,,,,
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),,,,,,,,,,,,,,,1650,1650,2035,2035,1997,1997
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,991,2675,1095,1378,1176,1528,716,1028,489,926,807,1289,1261,1619,1258,1470
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,843,843,684,684,,,,,,,,,,,,,,,,
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,,,,,,,,,,,,,4383,6671,6501,8483,6553,9288
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,2800,6657,2580,6031,4215,7250,3828,6302,2172,4861,1783,5382,3959,7363,3805,7467
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,2789,5593,2891,5809,,,,,,,,,,,,,,,,
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,,,,,,,,,,,,,,,,,,,205,205
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,,,,,,,,,,,,,2740,3764,3681,3832,3771,4944
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,1062,3570,2057,3281,1626,3562,2173,3304,1149,1938,629,3386,2621,3475,1645,3310
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,1494,2610,804,3406,,,,,,,,,,,,,,,,
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,,,,,,,,,,,,6125,6135,6775,6833,6640,6736
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,,4059,4516,5020,5583,4350,4742,3856,4362,4913,5546,5548,6098,5151,5736
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,,,,,,,,,,,,,15617,17308,17748,18565,19475,20084
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,9891,13167,9827,11955,10035,13230,9192,11724,7828,10300,10042,12920,12480,14779,12102,14163
IIIT,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,8590,10873,7543,11538,,,,,,,,,,,,,,,,
